Signatur;Signatur_Archivplan;AutorIn;Titel_Name;Entstehungszeitraum;Sprache;Allgemeine_Bemerkungen;Archivalienart;Kollation;Anzahl_Digitalisate;Dateiname_Digitalisat;URL_Datensatz;URL_Bild;Schrift;Ort;Bemerkung_Entstehungszeitraum;Beilagen;AbsenderIn;AdressatIn;Anzahl_Briefe;Farbe;Orientierung_Form
SLA-RMR-Ms_B_1/339;Ms_B_1/339;;"Rilke, Rainer Maria an Wunderly-Volkart, Nanny; Korrespondenz";exakt: 19230923;Deutsch;;Korrespondenz;1 Br. hs.;7;"MS_B_1_339_S_01;MS_B_1_339_S_02;MS_B_1_339_S_03;MS_B_1_339_S_04;MS_B_1_339_X_01_r;MS_B_1_339_X_01_v";https://www.helveticarchives.ch/detail.aspx?ID=1035275;"https://www.helveticarchives.ch/bild.aspx?VEID=1035275&DEID=10&SQNZNR=1;https://www.helveticarchives.ch/bild.aspx?VEID=1035275&DEID=10&SQNZNR=2;https://www.helveticarchives.ch/bild.aspx?VEID=1035275&DEID=10&SQNZNR=3;https://www.helveticarchives.ch/bild.aspx?VEID=1035275&DEID=10&SQNZNR=4;https://www.helveticarchives.ch/bild.aspx?VEID=1035275&DEID=10&SQNZNR=5;https://www.helveticarchives.ch/bild.aspx?VEID=1035275&DEID=10&SQNZNR=6";hs.;Luzern;;;Rilke, Rainer Maria;Wunderly-Volkart, Nanny;;;
SLA-RMR-Ms_B_1/340;Ms_B_1/340;;"Rilke, Rainer Maria an Wunderly-Volkart, Nanny; Korrespondenz";exakt: 19230924;Deutsch;;Korrespondenz;1 Br. hs.;6;"MS_B_1_340_S_01;MS_B_1_340_S_02;MS_B_1_340_S_03;MS_B_1_340_S_04;MS_B_1_340_X_01_r;MS_B_1_340_X_01_v";https://www.helveticarchives.ch/detail.aspx?ID=1035276;"https://www.helveticarchives.ch/bild.aspx?VEID=1035276&DEID=10&SQNZNR=1;https://www.helveticarchives.ch/bild.aspx?VEID=1035276&DEID=10&SQNZNR=2;https://www.helveticarchives.ch/bild.aspx?VEID=1035276&DEID=10&SQNZNR=3;https://www.helveticarchives.ch/bild.aspx?VEID=1035276&DEID=10&SQNZNR=4;https://www.helveticarchives.ch/bild.aspx?VEID=1035276&DEID=10&SQNZNR=5;https://www.helveticarchives.ch/bild.aspx?VEID=1035276&DEID=10&SQNZNR=6";hs.;Luzern;;;Rilke, Rainer Maria;Wunderly-Volkart, Nanny;;;
SLA-RMR-Ms_B_1/341;Ms_B_1/341;;"Rilke, Rainer Maria an Wunderly-Volkart, Nanny; Korrespondenz";exakt: 19230927;Deutsch;;Korrespondenz;1 Br. hs.;7;"MS_B_1_341_S_01;MS_B_1_341_S_02;MS_B_1_341_S_03;MS_B_1_341_S_04;MS_B_1_341_S_05;MS_B_1_341_X_01_r;MS_B_1_341_X_01_v";https://www.helveticarchives.ch/detail.aspx?ID=1035277;"https://www.helveticarchives.ch/bild.aspx?VEID=1035277&DEID=10&SQNZNR=1;https://www.helveticarchives.ch/bild.aspx?VEID=1035277&DEID=10&SQNZNR=2;https://www.helveticarchives.ch/bild.aspx?VEID=1035277&DEID=10&SQNZNR=3;https://www.helveticarchives.ch/bild.aspx?VEID=1035277&DEID=10&SQNZNR=4;https://www.helveticarchives.ch/bild.aspx?VEID=1035277&DEID=10&SQNZNR=5;https://www.helveticarchives.ch/bild.aspx?VEID=1035277&DEID=10&SQNZNR=6;https://www.helveticarchives.ch/bild.aspx?VEID=1035277&DEID=10&SQNZNR=7";hs.;Malans;;;Rilke, Rainer Maria;Wunderly-Volkart, Nanny;;;
SLA-RMR-Ms_B_1/342;Ms_B_1/342;;"Rilke, Rainer Maria an Wunderly-Volkart, Nanny; Korrespondenz";exakt: 19230929;Deutsch;;Korrespondenz;1 Br. hs.;6;"MS_B_1_342_S_01;MS_B_1_342_S_02;MS_B_1_342_S_03;MS_B_1_342_S_04;MS_B_1_342_X_01_r;MS_B_1_342_X_01_v";https://www.helveticarchives.ch/detail.aspx?ID=1035278;"https://www.helveticarchives.ch/bild.aspx?VEID=1035278&DEID=10&SQNZNR=1;https://www.helveticarchives.ch/bild.aspx?VEID=1035278&DEID=10&SQNZNR=2;https://www.helveticarchives.ch/bild.aspx?VEID=1035278&DEID=10&SQNZNR=3;https://www.helveticarchives.ch/bild.aspx?VEID=1035278&DEID=10&SQNZNR=4;https://www.helveticarchives.ch/bild.aspx?VEID=1035278&DEID=10&SQNZNR=5;https://www.helveticarchives.ch/bild.aspx?VEID=1035278&DEID=10&SQNZNR=6";hs.;Malans;;;Rilke, Rainer Maria;Wunderly-Volkart, Nanny;;;
SLA-RMR-Ms_B_1/343;Ms_B_1/343;;"Rilke, Rainer Maria an Wunderly-Volkart, Nanny; Korrespondenz";exakt: 19231022;Französisch;;Korrespondenz;1 Br. hs.;6;"MS_B_1_343_S_01;MS_B_1_343_S_02;MS_B_1_343_S_03;MS_B_1_343_S_04;MS_B_1_343_X_01_r;MS_B_1_343_X_01_v";https://www.helveticarchives.ch/detail.aspx?ID=1035279;"https://www.helveticarchives.ch/bild.aspx?VEID=1035279&DEID=10&SQNZNR=1;https://www.helveticarchives.ch/bild.aspx?VEID=1035279&DEID=10&SQNZNR=2;https://www.helveticarchives.ch/bild.aspx?VEID=1035279&DEID=10&SQNZNR=3;https://www.helveticarchives.ch/bild.aspx?VEID=1035279&DEID=10&SQNZNR=4;https://www.helveticarchives.ch/bild.aspx?VEID=1035279&DEID=10&SQNZNR=5;https://www.helveticarchives.ch/bild.aspx?VEID=1035279&DEID=10&SQNZNR=6";hs.;Bern;;;Rilke, Rainer Maria;Wunderly-Volkart, Nanny;;;
SLA-RMR-Ms_B_1/344;Ms_B_1/344;;"Rilke, Rainer Maria an Wunderly-Volkart, Nanny; Korrespondenz";exakt: 19231029;Deutsch;;Korrespondenz;1 Br. hs.;6;"MS_B_1_344_S_01;MS_B_1_344_S_02;MS_B_1_344_S_03;MS_B_1_344_S_04;MS_B_1_344_X_01_r;MS_B_1_344_X_01_v";https://www.helveticarchives.ch/detail.aspx?ID=1035280;"https://www.helveticarchives.ch/bild.aspx?VEID=1035280&DEID=10&SQNZNR=1;https://www.helveticarchives.ch/bild.aspx?VEID=1035280&DEID=10&SQNZNR=2;https://www.helveticarchives.ch/bild.aspx?VEID=1035280&DEID=10&SQNZNR=3;https://www.helveticarchives.ch/bild.aspx?VEID=1035280&DEID=10&SQNZNR=4;https://www.helveticarchives.ch/bild.aspx?VEID=1035280&DEID=10&SQNZNR=5;https://www.helveticarchives.ch/bild.aspx?VEID=1035280&DEID=10&SQNZNR=6";hs.;Sierre;;;Rilke, Rainer Maria;Wunderly-Volkart, Nanny;;;
SLA-RMR-Ms_B_1/345;Ms_B_1/345;;"Rilke, Rainer Maria an Wunderly-Volkart, Nanny; Korrespondenz";exakt: 19231106;Französisch;;Korrespondenz;1 Br. hs.;8;"MS_B_1_345_S_01;MS_B_1_345_S_02;MS_B_1_345_X_01_r;MS_B_1_345_X_01_v;MS_B_1_345_X_02_r;MS_B_1_345_X_02_v;MS_B_1_345_X_03_r;MS_B_1_345_X_03_v";https://www.helveticarchives.ch/detail.aspx?ID=1035281;"https://www.helveticarchives.ch/bild.aspx?VEID=1035281&DEID=10&SQNZNR=1;https://www.helveticarchives.ch/bild.aspx?VEID=1035281&DEID=10&SQNZNR=2;https://www.helveticarchives.ch/bild.aspx?VEID=1035281&DEID=10&SQNZNR=3;https://www.helveticarchives.ch/bild.aspx?VEID=1035281&DEID=10&SQNZNR=4;https://www.helveticarchives.ch/bild.aspx?VEID=1035281&DEID=10&SQNZNR=5;https://www.helveticarchives.ch/bild.aspx?VEID=1035281&DEID=10&SQNZNR=6;https://www.helveticarchives.ch/bild.aspx?VEID=1035281&DEID=10&SQNZNR=7;https://www.helveticarchives.ch/bild.aspx?VEID=1035281&DEID=10&SQNZNR=8";hs.;Sierre;;;Rilke, Rainer Maria;Wunderly-Volkart, Nanny;;;
SLA-RMR-Ms_B_1/346;Ms_B_1/346;;"Rilke, Rainer Maria an Wunderly-Volkart, Nanny; Korrespondenz";exakt: 19231120;Französisch;;Korrespondenz;1 Br. hs.;9;"MS_B_1_346_S_01;MS_B_1_346_S_02;MS_B_1_346_S_03;MS_B_1_346_S_04;MS_B_1_346_S_05;MS_B_1_346_S_06;MS_B_1_346_S_07;MS_B_1_346_S_08;MS_B_1_346_X_01_r;MS_B_1_346_X_01_v";https://www.helveticarchives.ch/detail.aspx?ID=1035282;"https://www.helveticarchives.ch/bild.aspx?VEID=1035282&DEID=10&SQNZNR=1;https://www.helveticarchives.ch/bild.aspx?VEID=1035282&DEID=10&SQNZNR=2;https://www.helveticarchives.ch/bild.aspx?VEID=1035282&DEID=10&SQNZNR=3;https://www.helveticarchives.ch/bild.aspx?VEID=1035282&DEID=10&SQNZNR=4;https://www.helveticarchives.ch/bild.aspx?VEID=1035282&DEID=10&SQNZNR=5;https://www.helveticarchives.ch/bild.aspx?VEID=1035282&DEID=10&SQNZNR=6;https://www.helveticarchives.ch/bild.aspx?VEID=1035282&DEID=10&SQNZNR=7;https://www.helveticarchives.ch/bild.aspx?VEID=1035282&DEID=10&SQNZNR=8;https://www.helveticarchives.ch/bild.aspx?VEID=1035282&DEID=10&SQNZNR=9;https://www.helveticarchives.ch/bild.aspx?VEID=1035282&DEID=10&SQNZNR=10";hs.;Sierre;;;Rilke, Rainer Maria;Wunderly-Volkart, Nanny;;;
SLA-RMR-Ms_B_1/347;Ms_B_1/347;;"Rilke, Rainer Maria an Wunderly-Volkart, Nanny; Korrespondenz";exakt: 19231129;Deutsch;;Korrespondenz;1 Br. hs.;16;"MS_B_1_347_S_01;MS_B_1_347_S_02;MS_B_1_347_S_03;MS_B_1_347_S_04;MS_B_1_347_S_05;MS_B_1_347_S_06;MS_B_1_347_X_01;MS_B_1_347_X_02;MS_B_1_347_X_03;MS_B_1_347_X_04;MS_B_1_347_X_05_r;MS_B_1_347_X_05_v;MS_B_1_347_X_06_r;MS_B_1_347_X_07_r;MS_B_1_347_X_07_v";https://www.helveticarchives.ch/detail.aspx?ID=1035295;"https://www.helveticarchives.ch/bild.aspx?VEID=1035295&DEID=10&SQNZNR=1;https://www.helveticarchives.ch/bild.aspx?VEID=1035295&DEID=10&SQNZNR=2;https://www.helveticarchives.ch/bild.aspx?VEID=1035295&DEID=10&SQNZNR=3;https://www.helveticarchives.ch/bild.aspx?VEID=1035295&DEID=10&SQNZNR=4;https://www.helveticarchives.ch/bild.aspx?VEID=1035295&DEID=10&SQNZNR=5;https://www.helveticarchives.ch/bild.aspx?VEID=1035295&DEID=10&SQNZNR=6;https://www.helveticarchives.ch/bild.aspx?VEID=1035295&DEID=10&SQNZNR=7;https://www.helveticarchives.ch/bild.aspx?VEID=1035295&DEID=10&SQNZNR=8;https://www.helveticarchives.ch/bild.aspx?VEID=1035295&DEID=10&SQNZNR=9;https://www.helveticarchives.ch/bild.aspx?VEID=1035295&DEID=10&SQNZNR=10;https://www.helveticarchives.ch/bild.aspx?VEID=1035295&DEID=10&SQNZNR=11;https://www.helveticarchives.ch/bild.aspx?VEID=1035295&DEID=10&SQNZNR=12;https://www.helveticarchives.ch/bild.aspx?VEID=1035295&DEID=10&SQNZNR=13;https://www.helveticarchives.ch/bild.aspx?VEID=1035295&DEID=10&SQNZNR=15;https://www.helveticarchives.ch/bild.aspx?VEID=1035295&DEID=10&SQNZNR=16";hs.;s.l.;;;Rilke, Rainer Maria;Wunderly-Volkart, Nanny;;;
SLA-RMR-Ms_B_1/348;Ms_B_1/348;;"Rilke, Rainer Maria an Wunderly-Volkart, Nanny; Korrespondenz";exakt: 19231203;Deutsch;;Korrespondenz;1 Br. hs.;4;"MS_B_1_348_S_01;MS_B_1_348_S_02;MS_B_1_348_X_01_r;MS_B_1_348_X_01_v";https://www.helveticarchives.ch/detail.aspx?ID=1035296;"https://www.helveticarchives.ch/bild.aspx?VEID=1035296&DEID=10&SQNZNR=1;https://www.helveticarchives.ch/bild.aspx?VEID=1035296&DEID=10&SQNZNR=2;https://www.helveticarchives.ch/bild.aspx?VEID=1035296&DEID=10&SQNZNR=3;https://www.helveticarchives.ch/bild.aspx?VEID=1035296&DEID=10&SQNZNR=4";hs.;s.l.;;;Rilke, Rainer Maria;Wunderly-Volkart, Nanny;;;
SLA-RMR-Ms_B_1/349;Ms_B_1/349;;"Rilke, Rainer Maria an Wunderly-Volkart, Nanny; Korrespondenz";exakt: 19231205;Französisch;;Korrespondenz;1 Br. hs.;6;"MS_B_1_349_S_01;MS_B_1_349_S_02;MS_B_1_349_S_03;MS_B_1_349_S_04;MS_B_1_349_X_01_r;MS_B_1_349_X_01_v";https://www.helveticarchives.ch/detail.aspx?ID=1035297;"https://www.helveticarchives.ch/bild.aspx?VEID=1035297&DEID=10&SQNZNR=1;https://www.helveticarchives.ch/bild.aspx?VEID=1035297&DEID=10&SQNZNR=2;https://www.helveticarchives.ch/bild.aspx?VEID=1035297&DEID=10&SQNZNR=3;https://www.helveticarchives.ch/bild.aspx?VEID=1035297&DEID=10&SQNZNR=4;https://www.helveticarchives.ch/bild.aspx?VEID=1035297&DEID=10&SQNZNR=5;https://www.helveticarchives.ch/bild.aspx?VEID=1035297&DEID=10&SQNZNR=6";hs.;Sierre;;;Rilke, Rainer Maria;Wunderly-Volkart, Nanny;;;
SLA-RMR-Ms_B_1/350;Ms_B_1/350;;"Rilke, Rainer Maria an Wunderly-Volkart, Nanny; Korrespondenz";exakt: 19231218;Deutsch;;Korrespondenz;1 Br. hs.;6;"MS_B_1_350_S_01;MS_B_1_350_S_02;MS_B_1_350_S_03;MS_B_1_350_S_04;MS_B_1_350_X_01_r;MS_B_1_350_X_01_v";https://www.helveticarchives.ch/detail.aspx?ID=1035298;"https://www.helveticarchives.ch/bild.aspx?VEID=1035298&DEID=10&SQNZNR=1;https://www.helveticarchives.ch/bild.aspx?VEID=1035298&DEID=10&SQNZNR=2;https://www.helveticarchives.ch/bild.aspx?VEID=1035298&DEID=10&SQNZNR=3;https://www.helveticarchives.ch/bild.aspx?VEID=1035298&DEID=10&SQNZNR=4;https://www.helveticarchives.ch/bild.aspx?VEID=1035298&DEID=10&SQNZNR=5;https://www.helveticarchives.ch/bild.aspx?VEID=1035298&DEID=10&SQNZNR=6";hs.;Sierre;;;Rilke, Rainer Maria;Wunderly-Volkart, Nanny;;;
SLA-RMR-Ms_B_1/351;Ms_B_1/351;;"Rilke, Rainer Maria an Wunderly-Volkart, Nanny; Korrespondenz";exakt: 19231219;Deutsch;;Korrespondenz;1 Br. hs.;4;"MS_B_1_351_S_01;MS_B_1_351_S_02;MS_B_1_351_X_01_r;MS_B_1_351_X_01_v";https://www.helveticarchives.ch/detail.aspx?ID=1035299;"https://www.helveticarchives.ch/bild.aspx?VEID=1035299&DEID=10&SQNZNR=1;https://www.helveticarchives.ch/bild.aspx?VEID=1035299&DEID=10&SQNZNR=2;https://www.helveticarchives.ch/bild.aspx?VEID=1035299&DEID=10&SQNZNR=3;https://www.helveticarchives.ch/bild.aspx?VEID=1035299&DEID=10&SQNZNR=4";hs.;Sierre;;;Rilke, Rainer Maria;Wunderly-Volkart, Nanny;;;
SLA-RMR-Ms_B_1/352;Ms_B_1/352;;"Rilke, Rainer Maria an Wunderly-Volkart, Nanny; Korrespondenz";exakt: 19231223;Deutsch;;Korrespondenz;1 Br. hs.;4;"MS_B_1_352_S_01;MS_B_1_352_S_02;MS_B_1_352_X_01_r;MS_B_1_352_X_01_v";https://www.helveticarchives.ch/detail.aspx?ID=1035352;"https://www.helveticarchives.ch/bild.aspx?VEID=1035352&DEID=10&SQNZNR=1;https://www.helveticarchives.ch/bild.aspx?VEID=1035352&DEID=10&SQNZNR=2;https://www.helveticarchives.ch/bild.aspx?VEID=1035352&DEID=10&SQNZNR=3;https://www.helveticarchives.ch/bild.aspx?VEID=1035352&DEID=10&SQNZNR=4";hs.;Sierre;;;Rilke, Rainer Maria;Wunderly-Volkart, Nanny;;;
SLA-RMR-Ms_B_1/353;Ms_B_1/353;;"Rilke, Rainer Maria an Wunderly-Volkart, Nanny; Korrespondenz";exakt: 19231225;Deutsch;;Korrespondenz;1 Br. hs.;26;"MS_B_1_353_S_01;MS_B_1_353_S_02;MS_B_1_353_S_03;MS_B_1_353_S_04;MS_B_1_353_X_01_S_01;MS_B_1_353_X_01_S_02;MS_B_1_353_X_01_S_03;MS_B_1_353_X_01_S_04;MS_B_1_353_X_01_S_05;MS_B_1_353_X_01_S_06;MS_B_1_353_X_01_S_07;MS_B_1_353_X_01_S_08;MS_B_1_353_X_01_S_09;MS_B_1_353_X_01_S_11;MS_B_1_353_X_01_S_12;MS_B_1_353_X_01_S_13;MS_B_1_353_X_01_S_14;MS_B_1_353_X_01_S_15;MS_B_1_353_X_01_S_16;MS_B_1_353_X_01_S_17;MS_B_1_353_X_01_S_18;MS_B_1_353_X_01_S_19;MS_B_1_353_X_01_S_20;MS_B_1_353_X_02_r;MS_B_1_353_X_02_v";https://www.helveticarchives.ch/detail.aspx?ID=1035353;"https://www.helveticarchives.ch/bild.aspx?VEID=1035353&DEID=10&SQNZNR=1;https://www.helveticarchives.ch/bild.aspx?VEID=1035353&DEID=10&SQNZNR=2;https://www.helveticarchives.ch/bild.aspx?VEID=1035353&DEID=10&SQNZNR=3;https://www.helveticarchives.ch/bild.aspx?VEID=1035353&DEID=10&SQNZNR=4;https://www.helveticarchives.ch/bild.aspx?VEID=1035353&DEID=10&SQNZNR=5;https://www.helveticarchives.ch/bild.aspx?VEID=1035353&DEID=10&SQNZNR=6;https://www.helveticarchives.ch/bild.aspx?VEID=1035353&DEID=10&SQNZNR=7;https://www.helveticarchives.ch/bild.aspx?VEID=1035353&DEID=10&SQNZNR=8;https://www.helveticarchives.ch/bild.aspx?VEID=1035353&DEID=10&SQNZNR=9;https://www.helveticarchives.ch/bild.aspx?VEID=1035353&DEID=10&SQNZNR=10;https://www.helveticarchives.ch/bild.aspx?VEID=1035353&DEID=10&SQNZNR=11;https://www.helveticarchives.ch/bild.aspx?VEID=1035353&DEID=10&SQNZNR=12;https://www.helveticarchives.ch/bild.aspx?VEID=1035353&DEID=10&SQNZNR=13;https://www.helveticarchives.ch/bild.aspx?VEID=1035353&DEID=10&SQNZNR=15;https://www.helveticarchives.ch/bild.aspx?VEID=1035353&DEID=10&SQNZNR=16;https://www.helveticarchives.ch/bild.aspx?VEID=1035353&DEID=10&SQNZNR=17;https://www.helveticarchives.ch/bild.aspx?VEID=1035353&DEID=10&SQNZNR=18;https://www.helveticarchives.ch/bild.aspx?VEID=1035353&DEID=10&SQNZNR=19;https://www.helveticarchives.ch/bild.aspx?VEID=1035353&DEID=10&SQNZNR=20;https://www.helveticarchives.ch/bild.aspx?VEID=1035353&DEID=10&SQNZNR=21;https://www.helveticarchives.ch/bild.aspx?VEID=1035353&DEID=10&SQNZNR=22;https://www.helveticarchives.ch/bild.aspx?VEID=1035353&DEID=10&SQNZNR=23;https://www.helveticarchives.ch/bild.aspx?VEID=1035353&DEID=10&SQNZNR=24;https://www.helveticarchives.ch/bild.aspx?VEID=1035353&DEID=10&SQNZNR=25;https://www.helveticarchives.ch/bild.aspx?VEID=1035353&DEID=10&SQNZNR=26";hs.;Sierre;;;Rilke, Rainer Maria;Wunderly-Volkart, Nanny;;;
SLA-RMR-Ms_B_1/354;Ms_B_1/354;;"Rilke, Rainer Maria an Wunderly-Volkart, Nanny; Korrespondenz";exakt: 19231229;Französisch;;Korrespondenz;1 Br. hs.;4;"MS_B_1_354_S_01;MS_B_1_354_S_02;MS_B_1_354_X_01_r;MS_B_1_354_X_01_v";https://www.helveticarchives.ch/detail.aspx?ID=1035408;"https://www.helveticarchives.ch/bild.aspx?VEID=1035408&DEID=10&SQNZNR=1;https://www.helveticarchives.ch/bild.aspx?VEID=1035408&DEID=10&SQNZNR=2;https://www.helveticarchives.ch/bild.aspx?VEID=1035408&DEID=10&SQNZNR=3;https://www.helveticarchives.ch/bild.aspx?VEID=1035408&DEID=10&SQNZNR=4";hs.;Territet;;;Rilke, Rainer Maria;Wunderly-Volkart, Nanny;;;
SLA-RMR-Ms_B_1/355;Ms_B_1/355;;"Rilke, Rainer Maria an Wunderly-Volkart, Nanny; Korrespondenz";exakt: 19231231;Deutsch;;Korrespondenz;1 Br. hs.;4;"MS_B_1_355_S_01;MS_B_1_355_S_02;MS_B_1_355_S_03;MS_B_1_355_S_04";https://www.helveticarchives.ch/detail.aspx?ID=1035411;"https://www.helveticarchives.ch/bild.aspx?VEID=1035411&DEID=10&SQNZNR=1;https://www.helveticarchives.ch/bild.aspx?VEID=1035411&DEID=10&SQNZNR=2;https://www.helveticarchives.ch/bild.aspx?VEID=1035411&DEID=10&SQNZNR=3;https://www.helveticarchives.ch/bild.aspx?VEID=1035411&DEID=10&SQNZNR=4";hs.;Territet;;;Rilke, Rainer Maria;Wunderly-Volkart, Nanny;;;
SLA-RMR-Ms_B_1/356;Ms_B_1/356;;"Rilke, Rainer Maria an Wunderly-Volkart, Nanny; Korrespondenz";exakt: 19240102;Deutsch;;Korrespondenz;1 Br. hs.;4;"MS_B_1_356_S_01;MS_B_1_356_S_02;MS_B_1_356_X_01_r;MS_B_1_356_X_01_v";https://www.helveticarchives.ch/detail.aspx?ID=1035412;"https://www.helveticarchives.ch/bild.aspx?VEID=1035412&DEID=10&SQNZNR=1;https://www.helveticarchives.ch/bild.aspx?VEID=1035412&DEID=10&SQNZNR=2;https://www.helveticarchives.ch/bild.aspx?VEID=1035412&DEID=10&SQNZNR=3;https://www.helveticarchives.ch/bild.aspx?VEID=1035412&DEID=10&SQNZNR=4";hs.;Territet;;;Rilke, Rainer Maria;Wunderly-Volkart, Nanny;;;
SLA-RMR-Ms_B_1/357;Ms_B_1/357;;"Rilke, Rainer Maria an Wunderly-Volkart, Nanny; Korrespondenz";exakt: 19260106;Französisch;;Korrespondenz;1 Br. hs.;4;"MS_B_1_357_S_01;MS_B_1_357_S_02;MS_B_1_357_X_01_r;MS_B_1_357_X_01_v";https://www.helveticarchives.ch/detail.aspx?ID=1035413;"https://www.helveticarchives.ch/bild.aspx?VEID=1035413&DEID=10&SQNZNR=1;https://www.helveticarchives.ch/bild.aspx?VEID=1035413&DEID=10&SQNZNR=2;https://www.helveticarchives.ch/bild.aspx?VEID=1035413&DEID=10&SQNZNR=3;https://www.helveticarchives.ch/bild.aspx?VEID=1035413&DEID=10&SQNZNR=4";hs.;Territet;;;Rilke, Rainer Maria;Wunderly-Volkart, Nanny;;;
SLA-RMR-Ms_B_1/358;Ms_B_1/358;;"Rilke, Rainer Maria an Wunderly-Volkart, Nanny; Korrespondenz";exakt: 19240115;Französisch;;Korrespondenz;1 Br. hs.;6;"MS_B_1_358_S_01;MS_B_1_358_S_02;MS_B_1_358_S_03;MS_B_1_358_S_04;MS_B_1_358_X_01_r;MS_B_1_358_X_01_v";https://www.helveticarchives.ch/detail.aspx?ID=1035414;"https://www.helveticarchives.ch/bild.aspx?VEID=1035414&DEID=10&SQNZNR=1;https://www.helveticarchives.ch/bild.aspx?VEID=1035414&DEID=10&SQNZNR=2;https://www.helveticarchives.ch/bild.aspx?VEID=1035414&DEID=10&SQNZNR=3;https://www.helveticarchives.ch/bild.aspx?VEID=1035414&DEID=10&SQNZNR=4;https://www.helveticarchives.ch/bild.aspx?VEID=1035414&DEID=10&SQNZNR=5;https://www.helveticarchives.ch/bild.aspx?VEID=1035414&DEID=10&SQNZNR=6";hs.;Territet;;;Rilke, Rainer Maria;Wunderly-Volkart, Nanny;;;
SLA-RMR-Ms_B_1/359;Ms_B_1/359;;"Rilke, Rainer Maria an Wunderly-Volkart, Nanny; Korrespondenz";exakt: 19240121;Französisch;;Korrespondenz;1 Br. hs.;12;"MS_B_1_359_S_01;MS_B_1_359_S_02;MS_B_1_359_S_03;MS_B_1_359_S_04;MS_B_1_359_S_05;MS_B_1_359_S_06;MS_B_1_359_S_07;MS_B_1_359_S_08;MS_B_1_359_S_09;MS_B_1_359_S_10;MS_B_1_359_X_01_r;MS_B_1_359_X_01_v";https://www.helveticarchives.ch/detail.aspx?ID=1035530;"https://www.helveticarchives.ch/bild.aspx?VEID=1035530&DEID=10&SQNZNR=1;https://www.helveticarchives.ch/bild.aspx?VEID=1035530&DEID=10&SQNZNR=2;https://www.helveticarchives.ch/bild.aspx?VEID=1035530&DEID=10&SQNZNR=3;https://www.helveticarchives.ch/bild.aspx?VEID=1035530&DEID=10&SQNZNR=4;https://www.helveticarchives.ch/bild.aspx?VEID=1035530&DEID=10&SQNZNR=5;https://www.helveticarchives.ch/bild.aspx?VEID=1035530&DEID=10&SQNZNR=6;https://www.helveticarchives.ch/bild.aspx?VEID=1035530&DEID=10&SQNZNR=7;https://www.helveticarchives.ch/bild.aspx?VEID=1035530&DEID=10&SQNZNR=8;https://www.helveticarchives.ch/bild.aspx?VEID=1035530&DEID=10&SQNZNR=9;https://www.helveticarchives.ch/bild.aspx?VEID=1035530&DEID=10&SQNZNR=10;https://www.helveticarchives.ch/bild.aspx?VEID=1035530&DEID=10&SQNZNR=11;https://www.helveticarchives.ch/bild.aspx?VEID=1035530&DEID=10&SQNZNR=12";hs.;Sierre;;;Rilke, Rainer Maria;Wunderly-Volkart, Nanny;;;
SLA-RMR-Ms_B_1/360;Ms_B_1/360;;"Rilke, Rainer Maria an Wunderly-Volkart, Nanny; Korrespondenz";exakt: 19240208;Deutsch;;Korrespondenz;1 Br. hs.;10;"MS_B_1_360_S_01;MS_B_1_360_S_02;MS_B_1_360_S_03;MS_B_1_360_S_04;MS_B_1_360_S_05;MS_B_1_360_S_06;MS_B_1_360_S_07;MS_B_1_360_S_08;MS_B_1_360_X_01_r;MS_B_1_360_X_01_v";https://www.helveticarchives.ch/detail.aspx?ID=1035533;"https://www.helveticarchives.ch/bild.aspx?VEID=1035533&DEID=10&SQNZNR=1;https://www.helveticarchives.ch/bild.aspx?VEID=1035533&DEID=10&SQNZNR=2;https://www.helveticarchives.ch/bild.aspx?VEID=1035533&DEID=10&SQNZNR=3;https://www.helveticarchives.ch/bild.aspx?VEID=1035533&DEID=10&SQNZNR=4;https://www.helveticarchives.ch/bild.aspx?VEID=1035533&DEID=10&SQNZNR=5;https://www.helveticarchives.ch/bild.aspx?VEID=1035533&DEID=10&SQNZNR=6;https://www.helveticarchives.ch/bild.aspx?VEID=1035533&DEID=10&SQNZNR=7;https://www.helveticarchives.ch/bild.aspx?VEID=1035533&DEID=10&SQNZNR=8;https://www.helveticarchives.ch/bild.aspx?VEID=1035533&DEID=10&SQNZNR=9;https://www.helveticarchives.ch/bild.aspx?VEID=1035533&DEID=10&SQNZNR=10";hs.;Sierre;;;Rilke, Rainer Maria;Wunderly-Volkart, Nanny;;;
